trial,time,depot_id,pkg_id,pkg_lat,pkg_lon,depot_lat,depot_lon,distance,approx_travel_time
0,0,1,pkg1,37.76397890927038,-122.47551909649188,37.774524,-122.473656,1.1738815794059112,3
0,0,1,pkg3,37.779804506686716,-122.49454760697658,37.774524,-122.473656,1.9112843690415429,5
0,0,1,pkg4,37.77297376531437,-122.48100030583758,37.774524,-122.473656,0.6624575879925282,2
0,0,1,pkg5,37.77310115152999,-122.46926442558446,37.774524,-122.473656,0.41361146392684295,1
0,0,2,pkg2,37.74793880573911,-122.41549362388074,37.751751,-122.410654,0.5955216347072317,2
0,0,2,pkg6,37.71560464297584,-122.4048093933317,37.751751,-122.410654,4.0176030465343,9
0,0,2,pkg7,37.78617584084239,-122.39642928745718,37.751751,-122.410654,3.9925853387265913,9
0,0,2,pkg8,37.746419003082046,-122.40830060980026,37.751751,-122.410654,0.622625656794712,2
0,10,1,pkg1,37.76397890927038,-122.47551909649188,37.774524,-122.473656,1.1738815794059112,3
0,10,2,pkg6,37.71560464297584,-122.4048093933317,37.751751,-122.410654,4.0176030465343,9
0,10,2,pkg8,37.746419003082046,-122.40830060980026,37.751751,-122.410654,0.622625656794712,2
